parent_id,parenting_style,child_mental_health,communication_skills,emotional_wellbeing,social_skills,academic_performance,parent_involvement
19144,Positive Reinforcement,44,68,60,65,52,53
19145,Authoritative,45,68,52,51,68,63
19146,Uninvolved,63,86,73,73,56,78
19147,Helicopter,38,64,58,81,63,61
19148,Laissez-faire,71,77,64,74,84,66
19149,Laissez-faire,81,85,78,66,89,55
19150,Indulgent,56,77,69,52,66,75
19151,Authoritative,77,82,83,65,67,58
19152,Uninvolved,44,71,61,57,62,60
19153,Overprotective,64,58,76,53,65,51
19154,Overprotective,63,85,73,76,66,62
19155,Neglectful,69,55,63,89,73,59
19156,Authoritative,59,51,85,68,53,57
19157,Permissive,77,75,50,81,55,88
19158,Positive Reinforcement,52,54,56,86,55,64
19159,Neglectful,38,72,57,82,62,85
19160,Neglectful,61,55,78,61,53,82
19161,Neglectful,64,50,71,88,61,67
19162,Uninvolved,78,84,61,83,60,78
19163,Laissez-faire,61,82,76,77,74,50
19164,Neglectful,74,75,78,73,61,52
19165,Laissez-faire,45,74,56,66,78,74
19166,Laissez-faire,61,62,75,78,65,56
19167,Authoritative,54,66,79,58,84,76
19168,Uninvolved,59,65,67,86,75,63
19169,Laissez-faire,66,79,60,52,59,75
19170,Neglectful,66,51,87,53,75,63
19171,Uninvolved,64,53,59,54,75,54
19172,Neglectful,74,62,76,69,56,79
19173,Authoritarian,37,87,81,60,52,53
19174,Positive Reinforcement,69,66,71,58,56,69
19175,Authoritarian,78,72,62,70,68,59
19176,Authoritarian,76,78,87,75,65,72
19177,Authoritative,65,58,63,55,57,71
19178,Permissive,83,64,61,54,87,53
19179,Positive Reinforcement,54,51,76,55,63,58
19180,Authoritative,47,78,72,82,73,73
19181,Neglectful,68,83,51,89,62,53
19182,Authoritative,39,66,88,68,63,82
19183,Neglectful,30,63,65,79,52,82
19184,Permissive,87,64,72,89,70,50
19185,Laissez-faire,33,75,76,75,84,64
19186,Authoritative,55,83,56,86,77,84
19187,Indulgent,40,52,65,81,63,61
19188,Laissez-faire,44,67,88,85,84,52
19189,Helicopter,61,86,60,58,58,84
19190,Authoritative,44,85,63,65,53,67
19191,Neglectful,57,88,56,69,55,54
19192,Positive Reinforcement,52,56,74,52,68,75
19193,Authoritative,32,72,60,69,80,68
19194,Neglectful,80,86,82,59,75,51
19195,Permissive,61,75,81,66,87,59
19196,Authoritarian,49,64,69,62,81,59
19197,Authoritative,85,73,53,75,69,65
19198,Overprotective,43,69,86,81,69,52
19199,Helicopter,64,86,82,73,80,77
19200,Overprotective,69,73,71,86,81,52
19201,Laissez-faire,71,63,85,80,71,60
19202,Laissez-faire,38,81,50,78,67,88
19203,Authoritarian,89,84,56,89,65,65
19204,Authoritarian,85,72,57,66,51,80
19205,Laissez-faire,76,82,57,73,75,63
19206,Authoritative,53,51,75,82,76,85
19207,Uninvolved,70,62,73,74,87,82
19208,Authoritative,33,79,76,72,84,65
19209,Helicopter,41,83,69,74,82,83
19210,Laissez-faire,80,60,89,57,69,60
19211,Overprotective,53,86,52,88,53,85
19212,Authoritarian,30,61,56,68,54,87
19213,Overprotective,43,67,60,71,58,76
19214,Laissez-faire,60,69,80,68,67,82
19215,Permissive,39,62,88,72,59,66
19216,Laissez-faire,62,55,87,81,78,81
19217,Indulgent,65,59,67,55,56,65
19218,Helicopter,71,82,68,80,51,80
19219,Indulgent,64,53,72,87,82,83
19220,Positive Reinforcement,87,53,75,81,81,61
19221,Overprotective,77,86,57,63,51,63
19222,Permissive,47,61,64,55,55,74
19223,Helicopter,54,54,77,66,60,73
19224,Neglectful,41,74,62,57,65,78
19225,Positive Reinforcement,89,74,89,63,63,77
19226,Uninvolved,57,82,52,79,73,74
19227,Indulgent,82,64,72,61,68,81
19228,Helicopter,80,69,61,55,85,50
19229,Helicopter,38,88,71,51,60,50
19230,Indulgent,53,61,84,62,68,63
19231,Positive Reinforcement,49,63,52,50,55,58
19232,Permissive,55,71,82,60,86,52
19233,Permissive,34,73,76,71,76,61
19234,Authoritarian,56,61,75,84,53,50
19235,Authoritative,57,69,53,62,63,63
19236,Positive Reinforcement,66,77,59,87,51,88
19237,Overprotective,69,60,79,53,77,61
19238,Overprotective,36,71,79,57,69,75
19239,Positive Reinforcement,48,82,77,84,62,52
19240,Indulgent,83,63,64,79,73,55
19241,Overprotective,51,62,86,81,81,50
19242,Overprotective,47,74,68,66,62,77
19243,Authoritative,44,89,72,74,80,68
19244,Helicopter,62,65,66,71,75,78
19245,Helicopter,68,79,53,67,60,66
19246,Positive Reinforcement,80,50,68,81,88,57
19247,Laissez-faire,34,77,50,80,71,83
19248,Helicopter,69,80,85,61,72,87
19249,Indulgent,66,85,70,54,75,84
19250,Neglectful,88,51,56,57,63,51
19251,Laissez-faire,34,86,75,68,72,70
19252,Authoritative,66,51,69,84,78,82
19253,Indulgent,72,82,51,59,74,87
19254,Permissive,36,85,74,84,51,85
19255,Authoritative,31,79,55,66,72,80
19256,Authoritarian,59,83,79,62,62,50
19257,Overprotective,78,67,86,84,59,60
19258,Uninvolved,40,85,82,58,75,74
19259,Permissive,81,73,86,69,89,57
19260,Laissez-faire,66,50,77,84,70,87
19261,Indulgent,68,73,79,67,57,89
19262,Permissive,62,70,59,58,87,81
19263,Authoritarian,38,78,64,77,64,78
19264,Indulgent,40,62,68,77,80,54
19265,Uninvolved,89,59,61,87,60,50
19266,Laissez-faire,41,62,84,67,50,54
19267,Authoritative,39,60,80,72,69,55
19268,Positive Reinforcement,81,87,61,82,80,88
19269,Permissive,83,55,89,51,88,64
19270,Uninvolved,40,59,61,88,86,86
19271,Authoritarian,62,62,71,64,86,60
19272,Permissive,86,84,75,51,87,70
19273,Neglectful,49,71,56,83,79,58
19274,Neglectful,34,66,52,66,51,60
19275,Laissez-faire,76,52,85,85,84,65
19276,Authoritative,53,79,81,59,80,62
19277,Laissez-faire,61,83,56,73,51,68
19278,Laissez-faire,83,76,65,68,72,88
19279,Overprotective,60,53,85,50,79,64
19280,Authoritative,71,82,72,51,79,89
19281,Overprotective,73,80,62,88,75,76
19282,Indulgent,43,68,57,56,69,76
19283,Uninvolved,48,60,85,60,71,56
19284,Uninvolved,71,86,71,53,87,77
19285,Authoritative,53,64,80,63,77,82
19286,Authoritative,83,69,87,76,78,77
19287,Indulgent,61,86,63,63,67,54
19288,Uninvolved,41,57,54,56,83,80
19289,Indulgent,79,51,80,54,71,73
19290,Positive Reinforcement,50,87,58,88,57,52
19291,Authoritarian,80,76,57,63,58,60
19292,Neglectful,65,63,61,56,78,64
19293,Positive Reinforcement,54,73,54,52,84,55
19294,Laissez-faire,80,84,81,85,66,67
19295,Permissive,82,77,83,76,72,53
19296,Overprotective,43,83,75,73,51,68
19297,Helicopter,37,66,61,85,50,59
19298,Permissive,58,82,82,59,61,84
19299,Authoritative,54,72,58,65,55,60
19300,Authoritarian,52,57,50,51,80,53
19301,Positive Reinforcement,88,82,64,58,84,58
19302,Helicopter,65,68,83,75,56,60
19303,Helicopter,86,61,84,61,60,77
19304,Authoritative,77,53,76,53,55,86
19305,Positive Reinforcement,41,80,57,75,57,74
19306,Helicopter,79,70,55,77,64,53
19307,Positive Reinforcement,41,61,71,50,63,78
19308,Overprotective,47,56,89,88,75,68
19309,Overprotective,65,67,85,85,75,72
19310,Helicopter,77,88,62,80,81,82
19311,Helicopter,79,60,60,63,80,85
19312,Authoritative,48,82,62,80,57,59
19313,Positive Reinforcement,77,71,56,85,72,76
19314,Uninvolved,82,57,80,62,71,76
19315,Indulgent,64,88,53,86,55,71
19316,Indulgent,78,80,85,87,81,70
19317,Permissive,56,76,56,60,85,70
19318,Permissive,32,77,87,88,65,67
19319,Helicopter,42,72,82,57,76,58
19320,Neglectful,67,76,60,78,86,65
19321,Overprotective,80,59,77,78,59,60
19322,Laissez-faire,70,72,65,51,59,89
19323,Positive Reinforcement,48,82,73,59,59,74
19324,Authoritarian,72,75,74,68,77,72
19325,Authoritarian,64,62,75,88,56,82
19326,Overprotective,44,80,71,61,58,89
19327,Permissive,45,76,65,57,67,59
19328,Authoritative,64,62,68,56,73,58
19329,Authoritarian,34,83,60,62,61,72
19330,Helicopter,36,56,50,84,77,57
19331,Neglectful,50,61,80,51,60,64
19332,Authoritarian,70,54,84,52,71,62
19333,Indulgent,83,87,63,87,74,86
19334,Neglectful,30,55,59,81,67,70
19335,Neglectful,54,75,52,61,58,61
19336,Authoritarian,59,68,77,63,76,67
19337,Authoritative,48,64,59,67,82,84
19338,Authoritative,53,58,75,73,74,56
19339,Permissive,75,62,71,68,84,52
19340,Overprotective,89,84,80,84,62,76
19341,Helicopter,44,83,81,89,66,74
19342,Laissez-faire,64,83,85,66,76,83
19343,Uninvolved,53,78,56,69,83,58
19344,Laissez-faire,65,88,57,76,58,88
19345,Indulgent,78,76,78,54,67,79
19346,Authoritative,88,61,57,83,75,55
19347,Permissive,43,88,55,86,69,59
19348,Indulgent,51,51,74,61,57,69
19349,Laissez-faire,68,85,86,85,54,57
19350,Neglectful,37,67,77,66,80,87
19351,Overprotective,77,55,81,88,64,73
19352,Neglectful,83,79,84,84,69,60
19353,Laissez-faire,45,70,62,53,88,71
19354,Authoritarian,75,71,60,75,72,83
19355,Overprotective,46,60,56,66,79,73
19356,Permissive,34,88,59,65,51,56
19357,Positive Reinforcement,70,89,76,79,57,78
19358,Neglectful,64,56,55,58,68,69
19359,Authoritarian,82,56,56,69,85,83
19360,Indulgent,83,80,67,50,71,60
19361,Positive Reinforcement,66,55,62,56,64,64
19362,Indulgent,81,75,62,53,73,82
19363,Authoritative,47,85,63,53,58,61
19364,Positive Reinforcement,50,58,65,74,77,88
19365,Overprotective,71,85,67,74,63,71
19366,Authoritative,30,52,79,76,80,87
19367,Overprotective,46,80,62,74,55,78
19368,Helicopter,37,79,87,68,61,71
19369,Authoritarian,58,80,72,53,52,74
19370,Laissez-faire,49,89,68,75,85,62
19371,Indulgent,78,79,57,70,77,58
19372,Laissez-faire,79,58,66,65,53,54
19373,Positive Reinforcement,66,55,85,61,55,88
19374,Neglectful,68,74,57,80,67,71
19375,Neglectful,89,79,83,51,60,52
19376,Indulgent,34,75,79,70,58,68
19377,Authoritative,88,52,55,80,81,70
19378,Indulgent,39,71,89,54,54,69
19379,Helicopter,35,58,52,78,70,68
19380,Helicopter,36,84,73,67,84,83
19381,Laissez-faire,64,56,77,69,74,89
19382,Positive Reinforcement,56,86,73,86,85,66
19383,Helicopter,71,58,61,87,61,58
19384,Authoritarian,50,76,84,72,76,57
19385,Authoritative,53,77,85,79,59,63
19386,Authoritative,58,82,68,74,64,68
19387,Helicopter,56,55,86,61,64,83
19388,Uninvolved,67,66,88,71,59,59
19389,Neglectful,31,72,67,75,64,76
19390,Uninvolved,54,74,52,72,76,64
19391,Positive Reinforcement,31,68,58,68,56,84
19392,Positive Reinforcement,67,78,87,55,66,52
19393,Overprotective,88,80,71,80,56,66
19394,Positive Reinforcement,47,55,70,72,88,87
19395,Overprotective,71,86,64,77,87,77
19396,Authoritative,36,83,60,84,62,79
19397,Authoritarian,78,73,76,68,80,88
19398,Permissive,33,59,83,87,58,57
19399,Neglectful,73,60,79,83,59,58
19400,Overprotective,69,73,85,85,88,77
19401,Laissez-faire,70,51,55,52,80,57
19402,Authoritarian,39,78,61,51,54,57
19403,Indulgent,80,65,63,87,57,64
19404,Laissez-faire,70,72,85,86,75,78
19405,Authoritarian,57,84,71,55,67,52
19406,Laissez-faire,59,71,64,76,86,63
19407,Helicopter,53,84,81,51,81,69
19408,Laissez-faire,65,55,79,83,82,89
19409,Overprotective,45,72,72,62,69,63
19410,Authoritarian,62,72,65,77,85,86
19411,Indulgent,39,79,88,72,69,76
19412,Positive Reinforcement,77,86,61,71,89,77
19413,Laissez-faire,50,69,69,52,85,78
19414,Indulgent,56,60,82,68,52,62
19415,Authoritarian,84,73,63,62,59,58
19416,Indulgent,50,67,80,76,75,67
19417,Permissive,56,76,86,59,79,59
19418,Permissive,61,56,79,61,87,84
19419,Laissez-faire,34,70,75,62,71,58
19420,Laissez-faire,82,64,86,70,50,78
19421,Laissez-faire,64,57,67,66,89,82
19422,Neglectful,51,77,84,51,65,80
19423,Helicopter,88,70,59,68,73,51
19424,Indulgent,65,57,67,89,51,74
19425,Uninvolved,39,77,50,55,61,56
19426,Authoritative,63,83,52,83,58,54
19427,Laissez-faire,81,64,83,51,86,69
19428,Overprotective,83,86,55,51,86,69
19429,Permissive,35,76,75,73,75,58
19430,Permissive,43,75,71,72,84,74
19431,Positive Reinforcement,88,61,69,70,54,76
19432,Authoritative,86,83,78,67,80,73
19433,Indulgent,85,80,89,75,65,87
19434,Authoritarian,66,52,76,66,74,56
19435,Authoritative,87,75,72,89,68,89
19436,Helicopter,48,55,51,69,89,82
19437,Laissez-faire,61,69,60,88,50,56
19438,Overprotective,49,89,66,76,63,50
19439,Indulgent,50,66,86,63,50,85
19440,Indulgent,44,50,87,84,81,69
19441,Laissez-faire,46,62,68,70,65,59
19442,Helicopter,73,67,81,66,63,78
19443,Laissez-faire,86,70,67,64,67,56
19444,Laissez-faire,74,61,85,80,80,86
19445,Authoritative,81,61,60,54,67,61
19446,Overprotective,53,75,73,54,80,81
19447,Indulgent,50,89,63,73,62,83
19448,Positive Reinforcement,77,77,60,83,83,82
19449,Laissez-faire,44,74,88,72,61,50
19450,Neglectful,40,70,79,55,64,50
19451,Authoritarian,66,60,51,74,80,70
19452,Laissez-faire,59,58,84,73,54,79
19453,Laissez-faire,89,84,78,69,71,74
19454,Indulgent,47,85,67,51,80,86
19455,Permissive,85,78,84,87,53,55
19456,Uninvolved,57,89,76,67,62,53
19457,Authoritarian,42,66,54,76,76,61
19458,Permissive,72,86,54,64,80,69
19459,Authoritative,39,57,72,58,66,64
19460,Neglectful,76,54,71,69,83,81
19461,Uninvolved,68,72,77,89,54,57
19462,Authoritarian,41,59,74,88,61,66
19463,Permissive,79,64,53,71,72,87
19464,Overprotective,88,65,82,78,77,57
19465,Overprotective,67,76,76,74,63,83
19466,Helicopter,70,81,72,69,68,68
19467,Laissez-faire,77,89,87,89,84,66
19468,Neglectful,69,84,53,76,54,59
19469,Uninvolved,55,86,86,74,63,78
19470,Authoritarian,73,73,78,61,53,87
19471,Overprotective,48,80,50,67,73,56
19472,Neglectful,52,84,52,70,85,82
19473,Uninvolved,77,65,53,80,76,82
19474,Helicopter,65,89,67,67,78,64
19475,Overprotective,56,85,56,65,86,81
19476,Indulgent,81,61,50,69,50,51
19477,Overprotective,45,65,78,78,74,72
19478,Positive Reinforcement,36,54,62,60,70,59
19479,Indulgent,88,54,75,52,64,59
19480,Neglectful,42,69,73,57,86,61
19481,Helicopter,84,87,77,68,83,83
19482,Permissive,41,85,55,75,67,85
19483,Authoritative,56,81,58,76,85,60
19484,Laissez-faire,62,89,86,64,67,89
19485,Laissez-faire,60,60,76,68,81,81
19486,Overprotective,40,60,86,81,85,63
19487,Authoritarian,46,77,80,85,50,83
19488,Indulgent,67,61,69,71,60,64
19489,Positive Reinforcement,31,80,70,55,63,86
19490,Overprotective,32,89,78,77,75,60
19491,Helicopter,63,79,73,60,61,80
19492,Authoritative,79,69,89,54,82,58
19493,Permissive,61,76,53,65,65,64
19494,Authoritative,53,74,62,87,57,71
19495,Positive Reinforcement,53,83,85,68,72,70
19496,Authoritative,42,84,59,56,64,67
19497,Authoritative,51,54,70,82,50,71
19498,Neglectful,48,89,65,67,67,75
19499,Helicopter,82,88,80,53,50,60
19500,Helicopter,59,57,63,82,65,50
19501,Uninvolved,68,68,67,69,87,72
19502,Overprotective,50,67,64,81,59,64
19503,Authoritarian,77,65,50,63,89,86
19504,Uninvolved,52,68,82,58,76,68
19505,Helicopter,45,64,81,76,78,88
19506,Laissez-faire,71,78,60,73,62,71
19507,Overprotective,36,64,87,53,79,67
19508,Positive Reinforcement,49,78,65,76,76,85
19509,Neglectful,77,66,53,69,67,57
19510,Permissive,71,64,63,58,79,86
19511,Laissez-faire,43,89,84,70,87,56
19512,Helicopter,55,60,57,71,73,66
19513,Overprotective,51,52,88,56,68,57
19514,Helicopter,70,62,83,52,77,67
19515,Indulgent,65,87,50,63,79,73
19516,Uninvolved,55,58,61,69,81,60
19517,Permissive,41,69,80,82,81,54
19518,Permissive,78,75,79,89,73,82
19519,Authoritarian,60,61,88,75,82,86
19520,Indulgent,69,80,65,66,54,54
19521,Authoritative,33,51,63,56,55,67
19522,Indulgent,69,82,70,64,84,82
19523,Permissive,56,65,73,86,59,50
19524,Laissez-faire,38,54,50,65,78,54
19525,Authoritarian,41,66,85,58,59,62
19526,Positive Reinforcement,58,89,60,80,66,57
19527,Laissez-faire,57,81,74,55,52,85
19528,Overprotective,45,64,62,57,50,69
19529,Authoritative,37,61,65,87,87,76
19530,Uninvolved,76,66,78,80,86,86
19531,Positive Reinforcement,78,59,68,76,78,50
19532,Laissez-faire,42,75,64,61,79,70
19533,Overprotective,43,77,68,54,67,71
19534,Helicopter,89,77,80,86,82,81
19535,Neglectful,44,72,61,74,57,74
19536,Authoritative,89,69,82,88,88,64
19537,Uninvolved,38,66,55,89,81,87
19538,Authoritarian,82,57,87,79,55,75
19539,Indulgent,85,64,72,80,88,60
19540,Neglectful,73,72,65,80,89,57
19541,Authoritative,61,63,85,72,69,69
19542,Positive Reinforcement,51,89,66,79,88,79
19543,Helicopter,84,76,67,58,70,81
19544,Authoritarian,80,62,53,52,72,55
19545,Permissive,54,88,78,58,61,62
19546,Laissez-faire,70,74,69,51,52,59
19547,Laissez-faire,55,75,52,55,60,64
19548,Authoritarian,74,60,89,57,57,86
19549,Permissive,58,87,63,78,59,86
19550,Laissez-faire,47,58,77,71,77,58
19551,Authoritative,65,82,74,58,65,84
19552,Authoritarian,49,65,51,65,61,73
19553,Authoritarian,62,69,87,63,89,88
19554,Positive Reinforcement,49,56,63,55,68,65
19555,Permissive,32,82,55,61,87,64
19556,Positive Reinforcement,88,62,73,84,86,85
19557,Permissive,72,84,85,76,62,87
19558,Positive Reinforcement,63,53,66,62,51,87
19559,Authoritarian,35,80,77,55,63,74
19560,Indulgent,60,79,84,83,64,55
19561,Indulgent,64,52,51,77,74,87
19562,Indulgent,61,76,88,73,87,51
19563,Authoritarian,71,81,70,86,73,82
19564,Laissez-faire,86,87,52,66,86,82
19565,Helicopter,38,55,56,77,76,89
19566,Uninvolved,75,57,50,66,78,65
19567,Helicopter,77,73,84,68,65,74
19568,Indulgent,56,64,84,65,87,61
19569,Laissez-faire,53,74,65,61,55,72
19570,Authoritarian,85,76,50,69,60,69
19571,Overprotective,79,62,51,56,80,50
19572,Laissez-faire,88,69,51,76,63,73
19573,Overprotective,51,54,52,82,57,59
19574,Authoritarian,59,87,84,81,79,80
19575,Authoritative,65,56,81,81,69,65
19576,Permissive,55,54,65,75,84,78
19577,Uninvolved,79,77,51,63,52,66
19578,Helicopter,31,86,86,85,85,82
19579,Positive Reinforcement,71,78,61,84,83,79
19580,Positive Reinforcement,73,86,51,83,75,88
19581,Permissive,36,56,73,79,82,65
19582,Laissez-faire,56,75,51,73,69,70
19583,Positive Reinforcement,45,68,51,69,62,60
19584,Neglectful,78,59,78,83,85,50
19585,Positive Reinforcement,75,69,51,54,54,72
19586,Authoritarian,85,80,64,76,78,67
19587,Permissive,58,85,87,61,74,66
19588,Uninvolved,50,55,70,84,58,77
19589,Permissive,55,64,68,62,77,56
19590,Uninvolved,85,73,65,63,58,71
19591,Neglectful,47,79,56,53,76,61
19592,Positive Reinforcement,30,58,78,74,64,82
19593,Permissive,31,50,68,78,79,86
19594,Overprotective,43,64,82,61,59,86
19595,Indulgent,67,55,73,67,79,51
19596,Neglectful,44,64,68,85,83,85
19597,Laissez-faire,65,56,54,87,55,57
19598,Overprotective,53,76,86,67,80,61
19599,Uninvolved,89,59,74,85,75,58
19600,Permissive,54,81,52,61,63,62
19601,Uninvolved,38,70,77,81,68,59
19602,Uninvolved,44,86,75,67,88,80
19603,Neglectful,66,87,60,79,68,82
19604,Overprotective,35,85,60,74,69,59
19605,Permissive,72,63,56,85,65,78
19606,Positive Reinforcement,74,88,75,64,54,61
19607,Authoritative,41,63,53,81,74,86
19608,Helicopter,56,51,68,74,86,72
19609,Helicopter,36,73,83,88,64,85
19610,Neglectful,57,59,59,53,50,64
19611,Laissez-faire,81,55,51,78,60,79
19612,Authoritarian,41,52,56,63,76,82
19613,Authoritative,71,83,84,83,57,61
19614,Permissive,64,75,81,71,67,63
19615,Helicopter,31,59,64,81,54,84
19616,Laissez-faire,55,87,61,78,56,85
19617,Authoritarian,49,70,62,56,72,54
19618,Overprotective,54,74,57,65,79,83
19619,Permissive,50,51,88,68,74,84
19620,Uninvolved,30,85,70,69,66,88
19621,Laissez-faire,57,50,76,83,73,68
19622,Permissive,82,85,66,84,78,86
19623,Authoritative,67,73,60,53,88,67
19624,Uninvolved,42,59,57,65,74,77
19625,Authoritative,59,84,81,61,60,86
19626,Indulgent,89,71,59,87,53,86
19627,Helicopter,39,83,84,77,63,82
19628,Authoritarian,74,81,77,81,88,67
19629,Laissez-faire,51,65,81,81,56,50
19630,Uninvolved,58,79,53,82,55,77
19631,Helicopter,34,85,76,78,79,86
19632,Neglectful,37,80,88,72,55,52
19633,Authoritative,82,79,67,73,72,66
19634,Indulgent,40,54,81,84,66,77
19635,Authoritative,55,73,54,76,61,54
19636,Permissive,48,85,86,56,56,69
19637,Overprotective,48,76,77,73,68,71
19638,Indulgent,59,63,88,84,54,86
19639,Indulgent,65,86,62,82,87,56
19640,Authoritarian,71,62,71,66,69,68
19641,Laissez-faire,85,69,76,89,58,77
19642,Neglectful,38,77,58,60,57,85
19643,Neglectful,36,55,76,55,75,74
19644,Authoritarian,47,58,66,83,73,73
19645,Authoritative,38,71,61,73,65,86
19646,Positive Reinforcement,35,72,61,84,51,79
19647,Helicopter,35,57,84,55,74,50
19648,Positive Reinforcement,74,50,77,87,73,88
19649,Permissive,51,56,79,59,77,58
19650,Neglectful,46,61,76,68,78,74
19651,Laissez-faire,44,88,81,54,85,53
19652,Overprotective,38,66,87,50,74,71
19653,Authoritative,35,65,89,59,52,87
19654,Laissez-faire,52,53,55,75,53,64
19655,Laissez-faire,46,86,80,58,83,58
19656,Uninvolved,61,58,50,78,78,79
19657,Indulgent,61,58,70,56,51,69
19658,Helicopter,66,76,61,61,84,66
19659,Indulgent,32,61,61,57,84,64
19660,Laissez-faire,86,83,86,68,61,67
19661,Authoritarian,45,72,71,66,64,63
19662,Positive Reinforcement,31,84,87,68,83,53
19663,Uninvolved,81,89,65,68,63,76
19664,Indulgent,32,58,61,82,63,66
19665,Permissive,70,62,88,76,64,55
19666,Overprotective,80,51,63,72,64,73
19667,Overprotective,43,51,58,73,69,89
19668,Helicopter,43,78,51,89,62,69
19669,Permissive,59,71,78,89,59,77
19670,Indulgent,78,70,84,59,77,78
19671,Indulgent,69,55,71,75,86,59
19672,Laissez-faire,78,77,54,59,58,71
19673,Indulgent,56,65,54,66,84,89
19674,Permissive,46,50,69,57,66,54
19675,Overprotective,68,72,82,74,61,52
19676,Laissez-faire,38,57,54,60,64,69
19677,Authoritative,65,57,56,64,54,77
19678,Permissive,39,50,54,52,50,74
19679,Authoritarian,58,60,50,88,67,85
19680,Indulgent,33,57,68,53,65,54
19681,Overprotective,50,80,58,71,78,72
19682,Positive Reinforcement,66,85,66,89,80,63
19683,Indulgent,31,57,88,68,83,64
19684,Authoritarian,44,73,58,74,59,66
19685,Overprotective,57,76,65,54,52,64
19686,Helicopter,54,78,68,67,74,65
19687,Indulgent,55,67,63,55,55,62
19688,Laissez-faire,86,58,85,66,58,56
19689,Uninvolved,38,85,85,67,62,55
19690,Permissive,59,87,52,87,73,81
19691,Authoritarian,38,63,75,58,73,61
19692,Indulgent,30,62,60,59,65,84
19693,Authoritative,85,89,77,85,74,85
19694,Positive Reinforcement,85,73,89,88,52,61
19695,Overprotective,41,88,60,76,71,57
19696,Authoritarian,74,63,61,76,81,54
19697,Permissive,81,57,76,86,64,89
19698,Indulgent,42,61,61,89,61,82
19699,Authoritative,43,80,82,80,74,83
19700,Overprotective,39,83,54,80,86,81
19701,Permissive,46,85,70,73,65,65
19702,Overprotective,46,70,79,74,51,56
19703,Permissive,60,53,82,72,85,62
19704,Indulgent,75,60,59,61,67,88
19705,Uninvolved,78,86,50,62,73,58
19706,Neglectful,80,56,78,65,80,84
19707,Laissez-faire,55,61,56,68,83,72
19708,Uninvolved,64,54,82,67,85,81
19709,Neglectful,65,52,50,53,61,89
19710,Indulgent,40,81,80,50,52,79
19711,Indulgent,45,89,82,72,66,60
19712,Indulgent,58,84,52,50,62,86
19713,Neglectful,74,85,80,70,84,51
19714,Authoritative,47,61,51,83,81,58
19715,Authoritarian,40,79,67,88,69,56
19716,Neglectful,40,82,89,71,69,62
19717,Positive Reinforcement,38,89,67,65,64,81
19718,Authoritarian,87,52,73,67,66,81
19719,Positive Reinforcement,54,75,81,75,81,55
19720,Permissive,87,87,73,76,51,77
19721,Laissez-faire,84,83,58,79,65,56
19722,Laissez-faire,61,52,61,73,67,72
19723,Laissez-faire,63,63,76,88,75,79
19724,Helicopter,32,63,88,74,65,85
19725,Neglectful,43,66,54,71,82,81
19726,Authoritative,77,64,84,75,78,86
19727,Permissive,69,61,75,72,54,70
19728,Indulgent,54,88,59,75,51,81
19729,Neglectful,45,79,59,67,52,78
19730,Positive Reinforcement,65,56,52,60,57,54
19731,Positive Reinforcement,38,84,62,85,61,50
19732,Authoritarian,33,80,71,66,67,56
19733,Indulgent,74,89,70,81,81,85
19734,Helicopter,31,86,83,88,53,87
19735,Positive Reinforcement,84,63,75,72,60,71
19736,Laissez-faire,54,77,59,68,57,70
19737,Authoritarian,79,61,69,64,77,72
19738,Uninvolved,85,55,66,50,60,71
19739,Overprotective,51,53,73,52,76,81
19740,Authoritarian,86,82,82,66,60,56
19741,Authoritarian,34,54,65,66,72,52
19742,Positive Reinforcement,78,58,86,78,66,50
19743,Neglectful,50,88,83,88,77,61
19744,Indulgent,39,67,57,53,88,87
19745,Uninvolved,52,81,64,54,78,72
19746,Laissez-faire,56,80,62,79,52,65
19747,Neglectful,59,83,74,59,87,74
19748,Permissive,84,89,77,87,89,78
19749,Positive Reinforcement,33,76,88,62,85,50
19750,Indulgent,87,86,85,52,89,84
19751,Authoritative,35,86,87,58,65,82
19752,Laissez-faire,83,88,59,58,54,53
19753,Neglectful,88,62,65,66,62,56
19754,Laissez-faire,55,53,62,84,73,64
19755,Indulgent,39,58,79,84,58,85
19756,Permissive,78,57,62,54,79,68
19757,Permissive,34,55,74,57,87,64
19758,Laissez-faire,68,82,66,81,60,82
19759,Permissive,66,55,55,66,81,73
19760,Neglectful,69,66,70,87,58,58
19761,Laissez-faire,30,86,70,59,67,85
19762,Neglectful,86,62,77,87,56,51
19763,Permissive,63,71,61,88,71,56
19764,Helicopter,77,68,57,68,62,73
19765,Overprotective,37,77,86,84,78,83
19766,Authoritative,50,74,68,68,51,56
19767,Positive Reinforcement,60,57,67,62,75,68
19768,Indulgent,87,81,69,86,66,73
19769,Authoritative,76,60,61,66,61,75
19770,Neglectful,52,87,54,84,64,55
19771,Overprotective,40,67,72,53,51,60
19772,Overprotective,45,76,69,74,71,63
19773,Helicopter,56,87,58,74,67,62
19774,Uninvolved,36,86,72,77,68,60
19775,Uninvolved,78,85,87,80,57,64
19776,Neglectful,53,83,58,75,56,64
19777,Overprotective,61,64,89,77,76,62
19778,Helicopter,64,62,78,65,71,66
19779,Positive Reinforcement,60,76,86,78,65,71
19780,Positive Reinforcement,76,68,79,69,73,65
19781,Authoritative,58,85,62,59,68,51
19782,Laissez-faire,33,62,76,85,72,69
19783,Indulgent,64,56,66,54,82,76
19784,Helicopter,40,50,53,58,52,83
19785,Laissez-faire,63,70,52,71,58,83
